title,NER,Protein,Protein Group
Quick Coconut Lamb Curry,"[""vegetable oil"", ""onion"", ""garlic"", ""fresh ginger"", ""lean ground lamb"", ""curry powder"", ""sweet potato"", ""coconut milk"", ""chicken"", ""Salt"", ""frozen baby peas"", ""cilantro"", ""sauce""]",Lamb,Meat
Lamb Curry with Yogurt,"[""green chili peppers"", ""ginger fresh"", ""garlic"", ""onions"", ""coriander seeds ground"", ""turmeric ground"", ""cumin seeds ground"", ""cinnamon"", ""mustard seeds ground"", ""yogurt"", ""onions"", ""ghee"", ""salt""]",Lamb,Meat
Spicy Durban style lamb curry,"[""fenugreek seeds"", ""cinnamon"", ""onion"", ""Turmeric"", ""ground cumin"", ""chilli powder"", ""tomato"", ""curry"", ""potatoes"", ""salt"", ""enough oil"", ""ground ginger""]",Lamb,Meat
Curry,"[""soy sauce"", ""curry powder"", ""garlic"", ""basil"", ""red pepper"", ""oregano"", ""ground black pepper"", ""lamb"", ""coconut oil"", ""coconut milk"", ""onion"", ""bell pepper"", ""carrot"", ""green onion"", ""bay leaves""]",Lamb,Meat
Gopa's Mum's Meat Curry,"[""lamb"", ""mutton"", ""onion"", ""ground ginger"", ""ground turmeric"", ""ground coriander"", ""ground cumin"", ""paprika"", ""garam masala"", ""bay leaves"", ""cloves"", ""cardamoms"", ""cinnamon"", ""garlic"", ""ghee"", ""butter"", ""salt"", ""tomatoes"", ""potatoes""]",Lamb,Meat
Lamb Curry With Yams,"[""curry powder"", ""water"", ""vegetable oil"", ""onion"", ""green onions"", ""garlic"", ""celery"", ""thyme"", ""green bell pepper"", ""red bell pepper"", ""lamb"", ""salt"", ""tomato paste"", ""black pepper"", ""lamb stock"", ""yam""]",Lamb,Meat
Javanese Lamb Curry,"[""ground coriander"", ""red chile"", ""ground cumin"", ""saffron"", ""ground ginger"", ""garlic"", ""salt"", ""lamb"", ""vinegar"", ""water""]",Lamb,Meat
Mutton Methiwala (Mutton Curry),"[""mutton chops"", ""curd"", ""coriander leaves"", ""fresh methi"", ""potatoes"", ""tomato"", ""peppercorns"", ""chilies"", ""green chilies"", ""cloves"", ""cardamoms"", ""mint"", ""cinnamon"", ""coriander seeds"", ""cumin seeds"", ""poppy seeds"", ""ginger-garlic"", ""methi"", ""Salt""]",Lamb,Meat
Curry Powder Dusted Lamb Rib Chops Recipe chowphun,"[""Rib Chops..."", ""Curry"", ""Garam Masala"", ""Coriander Seeds..."", ""Garlic"", ""Cayenne Powder..."", ""Salt"", ""Pepper"", ""..."", ""Olive OIl Spray""]",Lamb,Meat
Authentic Caribbean Curry Mutton/Goat,"[""mutton"", ""onions"", ""tomatoes"", ""red"", ""spring onions"", ""scotch"", ""garlic"", ""ginger"", ""curry powder"", ""garam masala"", ""cumin"", ""salt"", ""yam"", ""amount creamed coconut"", ""knob butter"", ""vegetable oil"", ""thyme""]",Lamb,Meat
Mini-Meatball Indian Curry,"[""ground lamb"", ""jalapeno"", ""fresh ginger"", ""garlic"", ""rice"", ""egg"", ""cilantro"", ""garam masala"", ""Kosher salt"", ""Freshly ground pepper"", ""canola oil"", ""onion"", ""fresh ginger"", ""garlic"", ""medium-hot Madras"", ""cashew butter"", ""tomato juice"", ""Kosher salt"", ""Freshly ground pepper"", ""cilantro"", ""Basmati rice""]",Lamb,Meat
Lamb Meatballs in a Spicy Curry,"[""Ground Cumin"", ""Fresh Ginger"", ""Salt"", ""Butter"", ""Onion"", ""Garlic"", ""Madras Paste"", ""Water"", ""Tomato Paste"", ""Coriander Leaves""]",Lamb,Meat
Thai-Style Red Lamb Curry,"[""peanut oil"", ""red curry"", ""lamb"", ""nuts"", ""coconut milk"", ""tomato puree"", ""lime"", ""baby new potato"", ""fish sauce"", ""demerara sugar"", ""lime""]",Lamb,Meat
Lamb Curry,"[""Olive Oil"", ""Onion"", ""Curry"", ""Tomatoes"", ""Chicken Bouillon"", ""Jasmine"", ""Curry""]",Lamb,Meat
Crispy Curry Cutlet Sandwiches on Naan Bread,"[""ground lamb"", ""frozen spinach"", ""mint"", ""Greek yogurt"", ""garam masala"", ""Salt"", ""garlic"", ""tomatoes"", ""red onion"", ""Olive oil"", ""breads""]",Lamb,Meat
Easy Lamb Curry,"[""flour"", ""curry powder"", ""vegetable oil"", ""onions"", ""celery"", ""beef broth"", ""ketchup"", ""lamb"", ""apple"", ""rice""]",Lamb,Meat
A Simplified Lamb Curry,"[""vegetable oil"", ""onion"", ""bell pepper"", ""garlic"", ""leftover roast lamb"", ""fennel seeds"", ""curry powder"", ""Salt"", ""lemon juice"", ""braising liquid"", ""unsweetened coconut"", ""apple""]",Lamb,Meat
Low Fat Lamb Curry,"[""flour"", ""vegetable oil"", ""onion"", ""celery"", ""garlic"", ""carrot"", ""gingerroot"", ""curry powder"", ""coriander seeds"", ""tomatoes"", ""chicken"", ""apple"", ""salt"", ""rice""]",Lamb,Meat
Simple South African Lamb Curry,"[""Onion"", ""Garlic"", ""Ginger"", ""Cinnamon"", ""Ground Coriander"", ""Ground Cumin"", ""Curry"", ""Turmeric"", ""Salt"", ""Tomatoes""]",Lamb,Meat
"Beef, Mince, Chicken Or Lamb Curry Recipe","[""oil"", ""Onion"", ""Tomato"", ""Cinnamon"", ""ginger"", ""Dessert"", ""Tumeric"", ""Curry"", ""Cardamon seeds"", ""Potatos""]",Lamb,Meat
Lamb Curry with Whole Spices,"[""olive"", ""pods"", ""cinnamon sticks"", ""cloves"", ""cumin seeds"", ""whole fennel seeds"", ""onions"", ""shoulder"", ""yogurt"", ""ground coriander"", ""fresh ginger"", ""cayenne pepper"", ""salt""]",Lamb,Meat
Cajun Lamb Curry Recipe,"[""turmeric"", ""White pepper"", ""ginger"", ""red Cayenne pepper"", ""coriander"", ""cumin"", ""Black pepper"", ""sweet basil"", ""lamb"", ""Unsalted butter"", ""onions"", ""Margarine"", ""peppers"", ""red pepper"", ""ginger"", ""cumin"", ""coriander"", ""Green bell peppers"", ""Curry"", ""butter"", ""overripe banana"", ""apple"", ""Coconut cream"", ""nuts"", ""Raisins"", ""rice""]",Lamb,Meat
Minced lamb curry,"[""peanut oil"", ""onions"", ""garlic"", ""salt"", ""curry powder"", ""tomato puree"", ""mango"", ""malt vinegar"", ""chicken broth"", ""almonds flaked"", ""raisins"", ""coriander"", ""rice""]",Lamb,Meat
Easy Indian Curry,"[""shrimp"", ""vegetable oil"", ""onion"", ""tomatoes"", ""green chili"", ""lemon"", ""sugar"", ""paprika"", ""curry powder"", ""salt"", ""garlic"", ""cream of coconut"", ""water"", ""white rice""]",Shellfish,Seafood
Shrimp Curry,"[""patty shells"", ""butter"", ""onion"", ""garlic"", ""flour"", ""curry powder"", ""salt"", ""light cream"", ""fresh shrimp"", ""chutney"", ""coconut""]",Shellfish,Seafood
Quick Shrimp Curry,"[""onion"", ""clove garlic"", ""curry powder"", ""butter"", ""condensed cream"", ""milk"", ""shrimp"", ""peas"", ""rice""]",Shellfish,Seafood
Shrimp Curry,"[""butter"", ""onion"", ""celery"", ""green pepper"", ""flour"", ""curry powder"", ""instant chicken"", ""water"", ""milk"", ""shrimp""]",Shellfish,Seafood
Shrimp Curry,"[""curry powder"", ""mayonnaise"", ""milk"", ""shrimp"", ""green peppers"", ""pimento"", ""onion""]",Shellfish,Seafood
Seafood Curry,"[""butter"", ""tart apples"", ""flour"", ""curry powder"", ""salt"", ""milk"", ""shrimp""]",Shellfish,Seafood
Creamy Shrimp Curry,"[""water"", ""salt"", ""shrimp"", ""onion"", ""butter"", ""all-purpose"", ""curry powder"", ""chicken broth"", ""milk"", ""salt"", ""sugar"", ""ground ginger"", ""lemon juice"", ""rice""]",Shellfish,Seafood
Shrimp Curry,"[""butter"", ""flour"", ""salt"", ""pepper"", ""onion juice"", ""milk"", ""curry powder"", ""shrimp"", ""flaky rice""]",Shellfish,Seafood
Spicy Shrimp Curry,"[""shrimp"", ""safflower oil"", ""garlic"", ""ginger"", ""onions"", ""red chili peppers"", ""turmeric"", ""fennel seed"", ""ground cardamon"", ""zucchini"", ""tomatoes"", ""coconut milk"", ""salt"", ""scallions"", ""fresh cilantro""]",Shellfish,Seafood
Polynesian Shrimp Curry,"[""milk"", ""flaked coconut"", ""shrimp"", ""pineapple"", ""butter"", ""curry powder"", ""green onions"", ""celery"", ""all-purpose"", ""garlic salt"", ""chicken broth"", ""rice""]",Shellfish,Seafood
Shrimp Curry,"[""butter"", ""celery"", ""green pepper"", ""condensed cream"", ""parsley salt"", ""frozen shrimp"", ""rice"", ""water"", ""curry powder"", ""salt"", ""pepper"", ""olives""]",Shellfish,Seafood
Shrimp With Curry,"[""shrimp"", ""cream of chicken soup"", ""onion"", ""curry powder"", ""cayenne pepper""]",Shellfish,Seafood
Indian Shrimp Curry,"[""onion"", ""butter"", ""flour"", ""curry powder"", ""salt"", ""sugar"", ""powdered ginger"", ""chicken"", ""boiling water"", ""milk"", ""shrimp"", ""lemon juice"", ""white rice""]",Shellfish,Seafood
Shrimp Hurry Curry,"[""onion"", ""curry powder"", ""butter"", ""shrimp soup"", ""sour cream"", ""shrimp"", ""rice"", ""paprika""]",Shellfish,Seafood
Shrimp Curry (Indian Style),"[""Shrimp"", ""Onion"", ""Garlic"", ""Ground Ginger"", ""Sour Cream"", ""Sugar"", ""Coconut"", ""Milk"", ""Cinnamon"", ""Green Cardamom"", ""Bay leaves"", ""Butter"", ""Salt according""]",Shellfish,Seafood
Shirley'S Shrimp Curry,"[""shrimp"", ""butter"", ""clove garlic"", ""lemon juice"", ""cream of shrimp soup"", ""cream of mushroom soup"", ""sour cream"", ""curry powder"", ""salt"", ""garlic salt""]",Shellfish,Seafood
Shrimp Curry,"[""onions"", ""bacon"", ""green bell peppers"", ""curry powder"", ""lemon juice"", ""chicken broth"", ""potato"", ""shrimp"", ""lemon juice""]",Shellfish,Seafood
Shrimp Curry With Coconut Milk,"[""butter"", ""onion"", ""cardamom"", ""cinnamon"", ""cloves"", ""salt"", ""black peppercorns"", ""turmeric"", ""chili powder"", ""ginger"", ""garlic"", ""shrimp"", ""coconut milk""]",Shellfish,Seafood
Quick Shrimp Curry,"[""condensed cream"", ""sour cream"", ""curry powder"", ""onion"", ""freshly cooked white rice"", ""pepper"", ""shrimp"", ""raisins""]",Shellfish,Seafood
Shrimp Curry,"[""condensed shrimp soup"", ""parsley flakes"", ""curry powder"", ""onions"", ""shrimp""]",Shellfish,Seafood
Seafood Curry With Beer,"[""butter"", ""clove garlic"", ""scallions"", ""apple"", ""celery"", ""curry powder"", ""ground ginger"", ""flour"", ""frozen crab"", ""shrimp"", ""salt"", ""beer"", ""liquid from crab plus enough"", ""lean ground beef"", ""tomato sauce"", ""egg"", ""bread crumbs"", ""salt"", ""frozen mixed vegetables"", ""thyme"", ""ground pepper"", ""frozen hash brown potatoes"", ""buttery flavored oil"", ""cheese""]",Shellfish,Seafood
Shrimp Curry Or Creole,"[""bell pepper"", ""onions"", ""pimentos"", ""garlic"", ""tomatoes"", ""salt"", ""black pepper"", ""red pepper"", ""thyme"", ""bay leaf"", ""lemon juice"", ""shrimp""]",Shellfish,Seafood
Jinga Curry(Shrimp Or Prawn Curry)  ,"[""prawns"", ""oil"", ""tomato"", ""yogurt"", ""green chilies"", ""onion"", ""turmeric"", ""grated coconut"", ""garlic"", ""salt"", ""cayenne pepper"", ""cumin powder"", ""curry""]",Shellfish,Seafood
The Willows' Shrimp Curry,"[""garlic"", ""ginger root"", ""onion"", ""margarine"", ""salt"", ""sugar"", ""curry powder"", ""flour"", ""coconut milk"", ""shrimp"", ""condiments""]",Shellfish,Seafood
San Clemente Curry,"[""shrimp"", ""butter"", ""curry powder"", ""salt"", ""tomato"", ""onion"", ""lemon juice"", ""sour cream"", ""avocados""]",Shellfish,Seafood
Shrimp Curry,"[""onions"", ""butter"", ""salt"", ""curry powder"", ""garlic"", ""shrimp"", ""mushroom soup"", ""raisins"", ""sour cream""]",Shellfish,Seafood
Cilantro Pesto-Curry Shrimp With Garlic Beurre Blanc,"[""cilantro"", ""Italian parsley"", ""pine nuts"", ""olive oil"", ""salt""]",Shellfish,Seafood
Shrimp Curry,"[""butter"", ""onion"", ""garlic powder"", ""mushroom soup"", ""curry powder"", ""white raisins"", ""lemon juice"", ""shrimp"", ""hot rice""]",Shellfish,Seafood
Shrimp Curry,"[""shrimp"", ""condensed cream soup"", ""applesauce"", ""onion"", ""curry powder"", ""salt"", ""pepper"", ""white wine""]",Shellfish,Seafood
Chicken Curry With Bamboo Shoots,"[""chicken breast"", ""chicken"", ""red curry"", ""shrimp paste"", ""snow peas"", ""red chilies"", ""fish sauce"", ""sugar"", ""coconut milk"", ""sweet basil"", ""makrut"", ""water"", ""bamboo shoots"", ""lemon grass""]",Shellfish,Seafood
Shrimp Curry,"[""onions"", ""butter"", ""garlic"", ""green pepper"", ""tomatoes"", ""curry powder"", ""milk"", ""shrimp"", ""mayonnaise"", ""rice""]",Shellfish,Seafood
Shrimp Curry,"[""butter"", ""flour"", ""applesauce"", ""onion soup"", ""water"", ""ginger"", ""curry powder"", ""lemon juice"", ""shrimp""]",Shellfish,Seafood
Souvenir Shrimp Curry,"[""Butter"", ""Flour"", ""Curry"", ""Salt"", ""Ground Paprika"", ""Ground Nutmeg"", ""Light Cream"", ""Shrimp"", ""Candied Ginger"", ""Lemon Juice"", ""Cooking Sherry"", ""Onion Juice"", ""Worcestershire Sauce"", ""Salt""]",Shellfish,Seafood
Shrimp Curry,"[""butter"", ""onion"", ""green pepper"", ""garlic"", ""sour cream"", ""lemon juice"", ""curry powder"", ""salt"", ""ginger"", ""chili powder"", ""pepper"", ""shrimp""]",Shellfish,Seafood
Shrimp Curry With Rice,"[""onion"", ""clove garlic"", ""ginger"", ""butter"", ""curry powder"", ""flour"", ""salt"", ""pepper"", ""chicken broth"", ""shrimp""]",Shellfish,Seafood
Mom'S In-A-Hurry Curry,"[""butter"", ""onion"", ""clove garlic"", ""curry powder"", ""cream of mushroom soup"", ""milk"", ""shrimp"", ""rice"", ""slivered almonds"", ""parsley"", ""butter""]",Shellfish,Seafood
Shrimp Curry,"[""margarine"", ""fresh shrimp"", ""red onion"", ""cream of mushroom soup"", ""curry powder"", ""pepper""]",Shellfish,Seafood
Shrimp Curry,"[""shrimp"", ""butter"", ""cream of shrimp soup"", ""cream of mushroom soup"", ""sour cream"", ""curry powder"", ""parsley""]",Shellfish,Seafood
Simple Shrimp Curry,"[""shrimp"", ""butter"", ""cream of shrimp soup"", ""cream of celery soup"", ""sour cream"", ""curry powder"", ""patty shells""]",Shellfish,Seafood
Shrimp Curry,"[""shrimp"", ""lemon juice"", ""garlic powder"", ""onion salt"", ""vegetable oil"", ""onion"", ""green bell pepper"", ""curry powder"", ""water"", ""rice"", ""raisins"", ""coconut""]",Shellfish,Seafood
Banana Shrimp Curry,"[""onion"", ""butter"", ""curry powder"", ""milk"", ""chicken bouillon"", ""hot water"", ""salt"", ""bananas"", ""shrimp"", ""rice""]",Shellfish,Seafood
Shrimp Curry,"[""frozen"", ""cream of chicken soup"", ""applesauce"", ""onion"", ""curry powder"", ""salt"", ""pepper""]",Shellfish,Seafood
Sour Cream Shrimp Curry,"[""butter"", ""onion"", ""green pepper"", ""clove garlic"", ""sour cream"", ""curry powder"", ""salt"", ""shrimp""]",Shellfish,Seafood
Shrimp Curry,"[""butter"", ""onion"", ""green pepper"", ""celery"", ""flour"", ""curry powder"", ""soy sauce"", ""water"", ""tomatoes"", ""rice"", ""salt"", ""water"", ""shrimp""]",Shellfish,Seafood
Lobster Curry,"[""seafood"", ""red apple"", ""curry powder"", ""butter"", ""rice"", ""cream of mushroom soup"", ""cream"", ""corn flakes""]",Shellfish,Seafood
Shrimp Or Chicken Curry(Microwave)  ,"[""shrimp"", ""butter"", ""onion"", ""celery"", ""curry powder"", ""flour"", ""salt"", ""sugar"", ""ground ginger"", ""black pepper"", ""chicken broth"", ""milk"", ""apple"", ""lemon juice""]",Shellfish,Seafood
Shrimp Curry,"[""curry powder"", ""mayonnaise"", ""milk"", ""shrimp"", ""green peppers"", ""pimento"", ""onion""]",Shellfish,Seafood
Shrimp Curry,"[""onion"", ""clove garlic"", ""ginger"", ""margarine"", ""curry powder"", ""cornstarch"", ""salt"", ""milk"", ""coconut milk"", ""shrimp"", ""sherry""]",Shellfish,Seafood
Shrimp Curry,"[""fresh shrimp"", ""butter"", ""flour"", ""onion"", ""coconut milk"", ""salt"", ""curry powder"", ""ginger root"", ""lemon juice"", ""rice""]",Shellfish,Seafood
Hurry Shrimp Curry,"[""shrimp"", ""butter"", ""onion"", ""curry powder"", ""cream of shrimp soup"", ""sour cream"", ""salt"", ""rice"", ""condiments""]",Shellfish,Seafood
Shrimp Curry,"[""shrimp"", ""rice"", ""Chicken"", ""boiling water"", ""butter"", ""onion"", ""flour"", ""curry powder"", ""salt"", ""powdered ginger"", ""milk"", ""lemon juice""]",Shellfish,Seafood
Shrimp And Rice Curry,"[""long grain rice"", ""onion"", ""curry powder"", ""salt"", ""pepper"", ""dry mustard"", ""mayonnaise"", ""frozen green peas"", ""shrimp""]",Shellfish,Seafood
Quick Shrimp Curry,"[""onion"", ""butter"", ""cream of shrimp soup"", ""sour cream"", ""curry powder"", ""shrimp"", ""rice""]",Shellfish,Seafood
California Shrimp Curry,"[""green onion"", ""celery"", ""curry powder"", ""shrimp"", ""flour"", ""milk"", ""lemon juice"", ""salt"", ""butter""]",Shellfish,Seafood
Shrimp Curry,"[""shrimp"", ""salad oil"", ""onions"", ""salt"", ""curry powder"", ""vinegar"", ""sugar"", ""Worcestershire sauce"", ""water"", ""tomato soup"", ""butter"", ""hot cooked rice""]",Shellfish,Seafood
Shrimp Rice Curry,"[""sausage meat"", ""shrimp"", ""celery"", ""onions"", ""rice"", ""curry powder"", ""salt""]",Shellfish,Seafood
Shrimp Curry,"[""onion"", ""margarine"", ""cream of mushroom soup"", ""cream of celery soup"", ""curry powder"", ""green seedless grapes"", ""salt"", ""pepper"", ""sour cream"", ""lemon juice"", ""fresh shrimp"", ""rice""]",Shellfish,Seafood
Shrimp Curry Rice,"[""onion"", ""vegetable oil"", ""vinegar"", ""curry powder"", ""rice"", ""celery"", ""green pepper"", ""shrimp"", ""mayonnaise""]",Shellfish,Seafood
Shrimp Curry,"[""shrimp"", ""pineapple tidbits"", ""avocado"", ""margarine"", ""celery"", ""onion"", ""curry powder"", ""condensed cream"", ""rice""]",Shellfish,Seafood
Quick Shrimp Curry(Servings:  4)  ,"[""curry powder"", ""onions"", ""butter"", ""sour cream"", ""shrimp"", ""shrimp soup"", ""rice"", ""lemon juice""]",Shellfish,Seafood
Shrimp Curry In A Hurry,"[""onion"", ""green pepper"", ""clove garlic"", ""sour cream"", ""curry powder"", ""salt"", ""pepper"", ""shrimp""]",Shellfish,Seafood
Navy Shrimp And Curry,"[""shrimp"", ""white rice"", ""chicken"", ""boiling water"", ""butter"", ""onion"", ""flour"", ""curry powder"", ""salt"", ""sugar"", ""milk"", ""lemon juice""]",Shellfish,Seafood
Shrimp Curry,"[""butter"", ""onion"", ""apple"", ""celery"", ""water"", ""shrimp"", ""curry powder"", ""cream"", ""salt""]",Shellfish,Seafood
Shrimp Curry,"[""cream of shrimp soup"", ""sour cream"", ""onion"", ""curry"", ""shrimp"", ""lobster""]",Shellfish,Seafood
Shrimp Curry,"[""onions"", ""butter"", ""sugar"", ""flour"", ""curry"", ""milk"", ""coconut milk"", ""ginger"", ""salt"", ""shrimp""]",Shellfish,Seafood
Luncheon Shrimp Curry,"[""shrimp"", ""onion"", ""celery"", ""butter"", ""applesauce"", ""condensed cream"", ""mushrooms"", ""curry powder"", ""salt""]",Shellfish,Seafood
Shrimp Curry,"[""basmati rice"", ""shrimp"", ""olive oil"", ""garlic"", ""water chestnuts"", ""unsweetened coconut milk"", ""fish sauce"", ""red pepper"", ""green onion"", ""green onions"", ""lime juice"", ""Garam Masala"", ""cornstarch"", ""fresh cilantro""]",Shellfish,Seafood
Shrimp Curry,"[""butter"", ""flour"", ""salt"", ""paprika"", ""curry powder"", ""milk"", ""catsup"", ""shrimp"", ""rice""]",Shellfish,Seafood
Quick Shrimp Curry,"[""boil"", ""vegetable oil"", ""curry powder"", ""garlic"", ""ground ginger"", ""cumin"", ""salt"", ""cayenne pepper"", ""shrimp"", ""flour"", ""tomato paste"", ""chicken broth""]",Shellfish,Seafood
Curry Shrimp,"[""shrimp"", ""olive oil"", ""shallots"", ""fresh ginger"", ""garlic"", ""curry powder"", ""ground turmeric"", ""onion"", ""coconut milk"", ""cayenne pepper"", ""cilantro"", ""hot cooked rice""]",Shellfish,Seafood
Shrimp Curry,"[""butter"", ""onion"", ""bell pepper"", ""garlic"", ""sour cream"", ""lemon juice"", ""curry powder"", ""salt"", ""ginger"", ""chili powder"", ""pepper"", ""shrimp""]",Shellfish,Seafood
Shrimp Curry At Its Best,"[""shrimp"", ""onion"", ""margarine"", ""curry powder"", ""water"", ""carrots"", ""chicken bouillon granules"", ""milk"", ""green pepper"", ""buttermilk"", ""cornstarch"", ""lemon juice"", ""bananas"", ""pineapple"", ""raisins"", ""coconut"", ""peanuts""]",Shellfish,Seafood
Shrimp Curry Indienne,"[""shrimp"", ""butter"", ""onion"", ""curry powder"", ""flour"", ""sugar"", ""salt"", ""ground ginger"", ""milk"", ""chicken broth"", ""lemon juice"", ""hot cooked rice""]",Shellfish,Seafood
Shrimp Curry,"[""cream of shrimp soup"", ""boiling water"", ""rice"", ""frozen shrimp"", ""celery"", ""green pepper"", ""curry powder"", ""salt"", ""pepper"", ""green olives"", ""almonds"", ""parsley""]",Shellfish,Seafood
Shrimp Curry,"[""cream of mushroom soup"", ""cream"", ""water"", ""curry powder"", ""shrimp"", ""eggs""]",Shellfish,Seafood
Seafood Curry,"[""cooking oil"", ""onion"", ""flour"", ""curry powder"", ""cream of mushroom soup"", ""shrimp"", ""sherry"", ""sour cream""]",Shellfish,Seafood
Shrimp Curry,"[""bouillon cube"", ""boiling water"", ""flour"", ""salt"", ""ginger"", ""butter"", ""onion"", ""curry"", ""sugar"", ""milk""]",Shellfish,Seafood
